category,subcategory,rank,keyword,affinity
Society,Gay Life,4,the final slap,1.3605442176870748
Society,Gay Life,4,the end,1.3605442176870748
Society,Gay Life,4,a movie theory,1.3605442176870748
Society,Gay Life,4,dont need,1.3605442176870748
Society,Gay Life,4,the democrats,1.3605442176870748
Society,Gay Life,4,anime vs real life,1.3605442176870748
Society,Gay Life,4,stilljames lifes great,1.3605442176870748
Society,Gay Life,4,the girls,1.3605442176870748
Society,Gay Life,4,angry birds,1.3605442176870748
Society,Gay Life,4,gay anime characters,1.3605442176870748
Society,Gay Life,4,life fam,1.3605442176870748
Society,Gay Life,4,a gay metaphor,1.3605442176870748
Society,Gay Life,4,the afterparty me,0.6802721088435374
Society,Gay Life,4,the rules,0.6802721088435374
Society,Gay Life,4,soccer players,0.6802721088435374
Society,Gay Life,4,hard gay bdsm,0.6802721088435374
Society,Gay Life,4,a blonde twink,0.6802721088435374
Society,Gay Life,4,something else,0.6802721088435374
Society,Gay Life,4,life i dont,0.6802721088435374
Society,Gay Life,4,a football life,0.6802721088435374
Society,Gay Life,4,hot cum gay movie,0.6802721088435374
Society,Gay Life,4,gay men,0.6802721088435374
Society,Gay Life,4,teen contract,0.6802721088435374
Society,Gay Life,4,the field,0.6802721088435374
Society,Gay Life,4,straight bi,0.6802721088435374
Society,Gay Life,4,baseball sex terms,0.6802721088435374
Travel,Hotels,8,unsold hotel inventory,8.984375
Travel,Hotels,8,wholesale rates,8.984375
Travel,Hotels,8,surplus rooms,8.984375
Travel,Hotels,8,bookingcom travel holidays,8.984375
Travel,Hotels,8,offer n,8.984375
Travel,Hotels,8,the world,4.296875
Travel,Hotels,8,good food,1.953125
Travel,Hotels,8,good coffee,1.953125
Travel,Hotels,8,thanks fahn,1.5625
Travel,Hotels,8,same hotel,1.5625
Travel,Hotels,8,the 49ers,1.5625
Travel,Hotels,8,the millennial generation,1.171875
Travel,Hotels,8,a new hoodie,1.171875
Travel,Hotels,8,new people,1.171875
Travel,Hotels,8,a millennials tips,1.171875
Travel,Hotels,8,designing websites,1.171875
Travel,Hotels,8,drink coffee,1.171875
Travel,Hotels,8,a hotel room,0.78125
Travel,Hotels,8,wedding haerany hery,0.78125
Travel,Hotels,8,moonbin sanha,0.78125
Travel,Hotels,8,hotel pool,0.78125
Travel,Hotels,8,travel and hotel bookings deals,0.78125
Travel,Hotels,8,sharepoint sharepoint,0.78125
Travel,Hotels,8,hotel window,0.78125
Travel,Hotels,8,a free stay,0.78125
Travel,Hotels,8,the melody makers tomorrow people,0.78125
Travel,Hotels,8,the new benakutai hotel,0.78125
Travel,Hotels,8,great deals,0.78125
Travel,Hotels,8,nyc travel,0.78125
Travel,Hotels,8,joy instagram video contest,0.78125
Travel,Hotels,8,travel home use mjm,0.78125
Travel,Hotels,8,the hotel,0.78125
Travel,Hotels,8,comfortable fashion,0.78125
Travel,Hotels,8,chic versatile,0.78125
Travel,Hotels,8,a book,0.78125
Travel,Hotels,8,yall irritating,0.78125
Travel,Hotels,8,the cheapflights xmas travel competition,0.78125
Travel,Hotels,8,portable speaker mm mini cylinder stereo music,0.78125
Travel,Hotels,8,quest surabaya hotel,0.78125
Travel,Hotels,8,travel tourism india digital,0.78125
Travel,Hotels,8,luxury travel,0.78125
Travel,Hotels,8,mardesy sesca,0.78125
Travel,Hotels,8,colareb luxury watch straps luxury lifestyle channel colareb,0.78125
Travel,Hotels,8,sexy videos and pictures,0.390625
Travel,Hotels,8,dan tel aviv hotel,0.390625
Travel,Hotels,8,a problem,0.390625
Travel,Hotels,8,tuesday afternoon,0.390625
Travel,Hotels,8,marvel super heroes,0.390625
Travel,Hotels,8,glorious view,0.390625
Travel,Hotels,8,the new hotel,0.390625
Family & Parenting,Daycare / Preschool,7,a blacklivesmatter pin,12.921348314606742
Family & Parenting,Daycare / Preschool,7,white teacher,12.921348314606742
Family & Parenting,Daycare / Preschool,7,the high,2.247191011235955
Family & Parenting,Daycare / Preschool,7,mom day baby names,2.247191011235955
Family & Parenting,Daycare / Preschool,7,man day,2.247191011235955
Family & Parenting,Daycare / Preschool,7,puppet usa football claim,2.247191011235955
Family & Parenting,Daycare / Preschool,7,middle school,2.247191011235955
Family & Parenting,Daycare / Preschool,7,terrible news,2.247191011235955
Family & Parenting,Daycare / Preschool,7,immediate care,2.247191011235955
Family & Parenting,Daycare / Preschool,7,is nfl,2.247191011235955
Family & Parenting,Daycare / Preschool,7,tutorial fandom school,1.6853932584269662
Family & Parenting,Daycare / Preschool,7,the movie,1.6853932584269662
Family & Parenting,Daycare / Preschool,7,frozen wheel preschool scooter only,1.6853932584269662
Family & Parenting,Daycare / Preschool,7,preschool giveaway,1.6853932584269662
Family & Parenting,Daycare / Preschool,7,a school,1.6853932584269662
Family & Parenting,Daycare / Preschool,7,school girls,1.6853932584269662
Family & Parenting,Daycare / Preschool,7,texas high school football,1.6853932584269662
Family & Parenting,Daycare / Preschool,7,preschool memories,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,multicultural harmony gender egalitarianism benevolent fe,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,baby boy,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,a black lives matter pin,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,high school football,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,liberals base,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,high school,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,the film,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,the b1gchampionship,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,hunky dory shakespeares the tempest,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,social planning,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,free latina porn,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,a big football school,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,a football school,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,a football program,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,a teacher,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,nude preschool,1.1235955056179776
Family & Parenting,Daycare / Preschool,7,a oklahomastate,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,texas high school,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,a buffet,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,customer service and communication,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,cricket sound,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,full pot,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,a movie,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,a football player,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,blond porn actress,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,private schools,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,web design or development,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,preschool town,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,a coffee machine,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,common sense,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,heroes q school next,0.5617977528089888
Family & Parenting,Daycare / Preschool,7,the background,0.5617977528089888
Technology & Computing,Web Search,5,youre ungrateful,182.10862619808304
Technology & Computing,Web Search,5,ungrateful ass doesnt,14.057507987220447
Technology & Computing,Web Search,5,a damn thing,14.057507987220447
Technology & Computing,Web Search,5,a christmas gift,14.057507987220447
Technology & Computing,Web Search,5,a bear,6.3897763578274756
Technology & Computing,Web Search,5,mission https,2.2364217252396164
Technology & Computing,Web Search,5,john roger,2.2364217252396164
Technology & Computing,Web Search,5,the shooter,1.9169329073482428
Technology & Computing,Web Search,5,sons and wives,1.9169329073482428
Technology & Computing,Web Search,5,a jefferson parish sheriffs deputy,1.9169329073482428
Technology & Computing,Web Search,5,pigment prints,1.9169329073482428
Technology & Computing,Web Search,5,the internet adblockplus,1.5974440894568689
Technology & Computing,Web Search,5,adblock plus,1.5974440894568689
Technology & Computing,Web Search,5,the actions,1.2779552715654952
Technology & Computing,Web Search,5,ungrateful youre ungrateful youre ungrateful youre,1.2779552715654952
Technology & Computing,Web Search,5,a church,1.2779552715654952
Technology & Computing,Web Search,5,a nap,0.9584664536741214
Technology & Computing,Web Search,5,australia and new,0.9584664536741214
Technology & Computing,Web Search,5,zealand ausvnz,0.9584664536741214
Technology & Computing,Web Search,5,the definition,0.9584664536741214
Technology & Computing,Web Search,5,the 1st odi,0.9584664536741214
Technology & Computing,Web Search,5,applewatchface news,0.9584664536741214
Technology & Computing,Web Search,5,the melody ehsani reebok question mid,0.9584664536741214
Technology & Computing,Web Search,5,the sydney cricket ground,0.9584664536741214
Technology & Computing,Web Search,5,a gift,0.6389776357827476
Technology & Computing,Web Search,5,apple watch,0.6389776357827476
Technology & Computing,Web Search,5,engraved watches chiseltree,0.6389776357827476
Technology & Computing,Web Search,5,cake cups and merchandise,0.6389776357827476
Technology & Computing,Web Search,5,pictures and profiles,0.6389776357827476
Technology & Computing,Web Search,5,applewatchface browse,0.6389776357827476
Technology & Computing,Web Search,5,like minded rubber fetish personals,0.6389776357827476
Technology & Computing,Web Search,5,card pittsburgh steelers football,0.6389776357827476
Technology & Computing,Web Search,5,ungrateful youre ungrateful youre ungrateful youre ungrateful,0.6389776357827476
Technology & Computing,Web Search,5,the christmas drinks,0.6389776357827476
Technology & Computing,Web Search,5,not vote republican,0.6389776357827476
Technology & Computing,Web Search,5,final swing,0.3194888178913738
Technology & Computing,Web Search,5,several browse,0.3194888178913738
Technology & Computing,Web Search,5,coffee passenger seat,0.3194888178913738
Technology & Computing,Web Search,5,orthodox monastery,0.3194888178913738
Technology & Computing,Web Search,5,ariana gran,0.3194888178913738
Technology & Computing,Web Search,5,search engines,0.3194888178913738
Technology & Computing,Web Search,5,the new tore,0.3194888178913738
Technology & Computing,Web Search,5,college cup,0.3194888178913738
Technology & Computing,Web Search,5,doin web cam sex,0.3194888178913738
Technology & Computing,Web Search,5,free sex panties videos,0.3194888178913738
Technology & Computing,Web Search,5,the juicy porn vide,0.3194888178913738
Technology & Computing,Web Search,5,tum literate ho,0.3194888178913738
Technology & Computing,Web Search,5,the sky,0.3194888178913738
Technology & Computing,Web Search,5,the grass,0.3194888178913738
Technology & Computing,Web Search,5,adult web search engines,0.3194888178913738
Science,Chemistry,9,the chemistry,7.392996108949417
Science,Chemistry,9,anniversary fansign chemistry ggamjonginnie,4.669260700389105
Science,Chemistry,9,kissward liveatlucena,3.501945525291829
Science,Chemistry,9,the undeniable chemistry,3.501945525291829
Science,Chemistry,9,brain cuz fuck,3.11284046692607
Science,Chemistry,9,mature content ship w chemistry,2.3346303501945527
Science,Chemistry,9,ill elp,2.3346303501945527
Science,Chemistry,9,w eq ee descriptive,2.3346303501945527
Science,Chemistry,9,mayward boom mayward,2.3346303501945527
Science,Chemistry,9,pak ganern pati chemistry,2.3346303501945527
Science,Chemistry,9,invented chemistry,2.3346303501945527
Science,Chemistry,9,samaritan vijay,1.9455252918287937
Science,Chemistry,9,evergreen pair,1.9455252918287937
Science,Chemistry,9,great chemistry,1.556420233463035
Science,Chemistry,9,ang alsam,1.556420233463035
Science,Chemistry,9,new sara lance,1.1673151750972763
Science,Chemistry,9,kim kardashian,1.1673151750972763
Science,Chemistry,9,i wouldnt,1.1673151750972763
Science,Chemistry,9,the ball,1.1673151750972763
Science,Chemistry,9,bryan little,1.1673151750972763
Science,Chemistry,9,high school,1.1673151750972763
Science,Chemistry,9,learn n earn chemistry,1.1673151750972763
Science,Chemistry,9,sls au,1.1673151750972763
Science,Chemistry,9,brazil clinical,0.7782101167315175
Science,Chemistry,9,next year,0.7782101167315175
Science,Chemistry,9,fate smol tol,0.7782101167315175
Science,Chemistry,9,the team,0.7782101167315175
Science,Chemistry,9,hyung stage meeting kyungsoo cr,0.7782101167315175
Science,Chemistry,9,much chemistry,0.7782101167315175
Science,Chemistry,9,a ship,0.7782101167315175
Science,Chemistry,9,the screen,0.7782101167315175
Science,Chemistry,9,chemistry jokes,0.7782101167315175
Science,Chemistry,9,chemistry jndsd,0.7782101167315175
Science,Chemistry,9,a special date,0.7782101167315175
Science,Chemistry,9,a hole and cry,0.7782101167315175
Science,Chemistry,9,coleen and xians,0.7782101167315175
Science,Chemistry,9,atharvas vividhas,0.7782101167315175
Science,Chemistry,9,the receivers,0.7782101167315175
Science,Chemistry,9,christmas fest im,0.7782101167315175
Science,Chemistry,9,nasa edleadership eduleaders,0.7782101167315175
Science,Chemistry,9,the new tv couple,0.7782101167315175
Science,Chemistry,9,organic chemistry,0.7782101167315175
Science,Chemistry,9,the role,0.7782101167315175
Science,Chemistry,9,mmksurvhivors jadine tastethefeeling,0.7782101167315175
Science,Chemistry,9,the win,0.7782101167315175
Science,Chemistry,9,sodium funny,0.7782101167315175
Science,Chemistry,9,agentsass wolf,0.7782101167315175
Science,Chemistry,9,teen titans,0.7782101167315175
Science,Chemistry,9,richie and kate,0.7782101167315175
Science,Chemistry,9,happy birthday girly,0.7782101167315175
Family & Parenting,Pregnancy,7,a bit,22.110552763819097
Family & Parenting,Pregnancy,7,a pregnancy test,3.5175879396984926
Family & Parenting,Pregnancy,7,cold google early signs,2.512562814070352
Family & Parenting,Pregnancy,7,a virgin googles,2.512562814070352
Family & Parenting,Pregnancy,7,use condoms,2.0100502512562812
Family & Parenting,Pregnancy,7,a pregnancy,2.0100502512562812
Family & Parenting,Pregnancy,7,avoid pregnancy,2.0100502512562812
Family & Parenting,Pregnancy,7,birth control stops pregnancy not stds,2.0100502512562812
Family & Parenting,Pregnancy,7,bc doesnt mean you can go raw dawgin,2.0100502512562812
Family & Parenting,Pregnancy,7,b c,2.0100502512562812
Family & Parenting,Pregnancy,7,pregnancy lies,2.0100502512562812
Family & Parenting,Pregnancy,7,yearold boy,2.0100502512562812
Family & Parenting,Pregnancy,7,a pregnancy pillow,1.507537688442211
Family & Parenting,Pregnancy,7,a hoe,1.507537688442211
Family & Parenting,Pregnancy,7,pregnancy parent,1.507537688442211
Family & Parenting,Pregnancy,7,yearold married mum,1.507537688442211
Family & Parenting,Pregnancy,7,a secret,1.0050251256281406
Family & Parenting,Pregnancy,7,pregnancy speculation,1.0050251256281406
Family & Parenting,Pregnancy,7,jennifer aniston,1.0050251256281406
Family & Parenting,Pregnancy,7,pregnancy test,1.0050251256281406
Family & Parenting,Pregnancy,7,a pregnancy survival,1.0050251256281406
Family & Parenting,Pregnancy,7,happens next,1.0050251256281406
Family & Parenting,Pregnancy,7,pregnancy images,1.0050251256281406
Family & Parenting,Pregnancy,7,a woman,1.0050251256281406
Family & Parenting,Pregnancy,7,the baby,1.0050251256281406
Family & Parenting,Pregnancy,7,female tabloid writers,1.0050251256281406
Family & Parenting,Pregnancy,7,kids study,1.0050251256281406
Family & Parenting,Pregnancy,7,a mother,1.0050251256281406
Family & Parenting,Pregnancy,7,the air,1.0050251256281406
Family & Parenting,Pregnancy,7,family community and nation thrive,1.0050251256281406
Family & Parenting,Pregnancy,7,uniteddayofwomen https,1.0050251256281406
Family & Parenting,Pregnancy,7,the doctor,1.0050251256281406
Family & Parenting,Pregnancy,7,timing sex,1.0050251256281406
Family & Parenting,Pregnancy,7,sex pregnancy statistics,1.0050251256281406
Family & Parenting,Pregnancy,7,teen pregnancy,1.0050251256281406
Family & Parenting,Pregnancy,7,that update video idk,0.5025125628140703
Family & Parenting,Pregnancy,7,naked pregnancy,0.5025125628140703
Family & Parenting,Pregnancy,7,free sex sites,0.5025125628140703
Family & Parenting,Pregnancy,7,homosexual porn movies,0.5025125628140703
Family & Parenting,Pregnancy,7,sex pregnancy alexandra richards,0.5025125628140703
Family & Parenting,Pregnancy,7,the zoo,0.5025125628140703
Family & Parenting,Pregnancy,7,the womb,0.5025125628140703
Family & Parenting,Pregnancy,7,pregnancy side effects,0.5025125628140703
Family & Parenting,Pregnancy,7,a video,0.5025125628140703
Family & Parenting,Pregnancy,7,bed girls sex,0.5025125628140703
Family & Parenting,Pregnancy,7,sex movie symptoms,0.5025125628140703
Family & Parenting,Pregnancy,7,female models,0.5025125628140703
Family & Parenting,Pregnancy,7,funeral services,0.5025125628140703
Family & Parenting,Pregnancy,7,prenatal yoga,0.5025125628140703
Family & Parenting,Pregnancy,7,hey barbie,0.5025125628140703
Religion & Sprituality,Atheism/Agnosticism,10,major challenges,7.725321888412018
Religion & Sprituality,Atheism/Agnosticism,10,a war crime world,7.725321888412018
Religion & Sprituality,Atheism/Agnosticism,10,a person,4.291845493562231
Religion & Sprituality,Atheism/Agnosticism,10,atheist atheism,3.4334763948497855
Religion & Sprituality,Atheism/Agnosticism,10,dont need conflict,3.4334763948497855
Religion & Sprituality,Atheism/Agnosticism,10,earth wind fire,2.1459227467811157
Religion & Sprituality,Atheism/Agnosticism,10,schools nurseries hospitals churches,2.1459227467811157
Religion & Sprituality,Atheism/Agnosticism,10,the naughty list,1.7167381974248928
Religion & Sprituality,Atheism/Agnosticism,10,the holy spirit lead,1.7167381974248928
Religion & Sprituality,Atheism/Agnosticism,10,the same,1.7167381974248928
Religion & Sprituality,Atheism/Agnosticism,10,drunkjesus religion spirituality atheism atheist video youtube god,1.2875536480686696
Religion & Sprituality,Atheism/Agnosticism,10,a conservative https,1.2875536480686696
Religion & Sprituality,Atheism/Agnosticism,10,christian and wouldnt,1.2875536480686696
Religion & Sprituality,Atheism/Agnosticism,10,happy hanukkah,1.2875536480686696
Religion & Sprituality,Atheism/Agnosticism,10,science classrooms,1.2875536480686696
Religion & Sprituality,Atheism/Agnosticism,10,the fuck,1.2875536480686696
Religion & Sprituality,Atheism/Agnosticism,10,the weather atheist atheism,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,fostering community,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,film festivals,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,a pontifical academy,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,the way,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,a witch,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,minded folks,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,the script,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,a temporary escape,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,everyone christian jew muslim hindu,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,just birthday suits,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,a chinese agent,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,the burden,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,friendly reminder,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,huge cash,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,the tibetan guru,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,a religion,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,famed atheist stephenhawking,0.8583690987124464
Religion & Sprituality,Atheism/Agnosticism,10,re god,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,old guy kind,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,unchurched people,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,fun yeah,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,anything religious,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,a mini glee reunion,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,the cinnamon creamer,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,fidels imposed atheism newsweek,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,a moral dead end,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,cellphone humming,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,camp quest,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,atheist podcasters,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,the church,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,football halftime marinfootball,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,the pies,0.4291845493562232
Religion & Sprituality,Atheism/Agnosticism,10,razzle dazzle,0.4291845493562232
Arts & Entertainment,Humor,1,a sense,5.787781350482315
Arts & Entertainment,Humor,1,funny words humor,5.466237942122187
Arts & Entertainment,Humor,1,funny words,3.536977491961415
Arts & Entertainment,Humor,1,amazing period,1.929260450160772
Arts & Entertainment,Humor,1,funny humor,1.929260450160772
Arts & Entertainment,Humor,1,the hell,1.929260450160772
Arts & Entertainment,Humor,1,humor semi,1.929260450160772
Arts & Entertainment,Humor,1,insolence funny words humor,1.929260450160772
Arts & Entertainment,Humor,1,self bias,1.929260450160772
Arts & Entertainment,Humor,1,mark lee lucu perhatian,1.929260450160772
Arts & Entertainment,Humor,1,wendy doyeon umji,1.929260450160772
Arts & Entertainment,Humor,1,a good sense,1.929260450160772
Arts & Entertainment,Humor,1,stock cattle,1.607717041800643
Arts & Entertainment,Humor,1,kisses ourluckysunday,1.607717041800643
Arts & Entertainment,Humor,1,the darkside,1.607717041800643
Arts & Entertainment,Humor,1,humor someone,1.607717041800643
Arts & Entertainment,Humor,1,floor tomorrow,1.2861736334405145
Arts & Entertainment,Humor,1,funnypictures funnytweets humor,1.2861736334405145
Arts & Entertainment,Humor,1,humor and intelligence,1.2861736334405145
Arts & Entertainment,Humor,1,the typo,1.2861736334405145
Arts & Entertainment,Humor,1,a typo,1.2861736334405145
Arts & Entertainment,Humor,1,funny pictures,1.2861736334405145
Arts & Entertainment,Humor,1,a great sense,1.2861736334405145
Arts & Entertainment,Humor,1,a text,1.2861736334405145
Arts & Entertainment,Humor,1,the saga,0.964630225080386
Arts & Entertainment,Humor,1,a ar photo,0.964630225080386
Arts & Entertainment,Humor,1,funny sis,0.964630225080386
Arts & Entertainment,Humor,1,doctors mugs,0.964630225080386
Arts & Entertainment,Humor,1,elnella on asapdecembig,0.964630225080386
Arts & Entertainment,Humor,1,ado about ruttin,0.964630225080386
Arts & Entertainment,Humor,1,im trolling agent orange,0.964630225080386
Arts & Entertainment,Humor,1,sieglinde jonathan baram humor,0.964630225080386
Arts & Entertainment,Humor,1,the day,0.964630225080386
Arts & Entertainment,Humor,1,a broad,0.6430868167202572
Arts & Entertainment,Humor,1,joke ratio,0.6430868167202572
Arts & Entertainment,Humor,1,humor adult videos,0.6430868167202572
Arts & Entertainment,Humor,1,a beard,0.6430868167202572
Arts & Entertainment,Humor,1,such good laughs,0.6430868167202572
Arts & Entertainment,Humor,1,adult humor comic,0.6430868167202572
Arts & Entertainment,Humor,1,a bitchy,0.6430868167202572
Arts & Entertainment,Humor,1,smile and hands,0.6430868167202572
Arts & Entertainment,Humor,1,the humor,0.6430868167202572
Arts & Entertainment,Humor,1,a bad sense,0.6430868167202572
Arts & Entertainment,Humor,1,humor dont,0.6430868167202572
Arts & Entertainment,Humor,1,bc life,0.6430868167202572
Arts & Entertainment,Humor,1,amazonprime picturebooks humor sillyscribbles fartbook,0.6430868167202572
Arts & Entertainment,Humor,1,hot hustling housewives,0.6430868167202572
Arts & Entertainment,Humor,1,birds gossip photo,0.6430868167202572
Arts & Entertainment,Humor,1,the dish,0.6430868167202572
Arts & Entertainment,Humor,1,fly sense,0.6430868167202572
Technology & Computing,Database,5,million views,7.9908675799086755
Technology & Computing,Database,5,december 25th,7.9908675799086755
Technology & Computing,Database,5,update index,2.28310502283105
Technology & Computing,Database,5,mama red carpet,2.28310502283105
Technology & Computing,Database,5,a database,1.36986301369863
Technology & Computing,Database,5,leftist customers,1.141552511415525
Technology & Computing,Database,5,boycott kellogg target allstate,1.141552511415525
Technology & Computing,Database,5,political dissent,1.141552511415525
Technology & Computing,Database,5,project alone chaeyoung download rink,0.91324200913242
Technology & Computing,Database,5,a republic,0.91324200913242
Technology & Computing,Database,5,complete fantasy football guide,0.91324200913242
Technology & Computing,Database,5,dusty ass,0.91324200913242
Technology & Computing,Database,5,kurdish province,0.91324200913242
Technology & Computing,Database,5,fifth column plastic,0.91324200913242
Technology & Computing,Database,5,week usa today,0.91324200913242
Technology & Computing,Database,5,a landslide,0.91324200913242
Technology & Computing,Database,5,states states,0.91324200913242
Technology & Computing,Database,5,great analogy,0.91324200913242
Technology & Computing,Database,5,high school football ncs division championship st,0.91324200913242
Technology & Computing,Database,5,agree lab yu,0.684931506849315
Technology & Computing,Database,5,tf type shit,0.684931506849315
Technology & Computing,Database,5,cardinal newman 2nd q norcalscores,0.684931506849315
Technology & Computing,Database,5,a hacker,0.684931506849315
Technology & Computing,Database,5,russia s onslaught,0.684931506849315
Technology & Computing,Database,5,a hoody,0.684931506849315
Technology & Computing,Database,5,t20 riddell,0.684931506849315
Technology & Computing,Database,5,nation trump,0.684931506849315
Technology & Computing,Database,5,haydn ross,0.684931506849315
Technology & Computing,Database,5,the bill,0.684931506849315
Technology & Computing,Database,5,classactiontrump trumpleaks trumpoozes nationvstrump ptsd therapy,0.684931506849315
Technology & Computing,Database,5,the cricket,0.684931506849315
Technology & Computing,Database,5,lock her up,0.684931506849315
Technology & Computing,Database,5,a huge osu fan,0.45662100456621
Technology & Computing,Database,5,administrator makati,0.45662100456621
Technology & Computing,Database,5,next saturday,0.45662100456621
Technology & Computing,Database,5,forrest gump,0.45662100456621
Technology & Computing,Database,5,green colorized glass crystal big oval rugby beads 35x15mm spacer findings,0.45662100456621
Technology & Computing,Database,5,other nanamusic,0.45662100456621
Technology & Computing,Database,5,the recount,0.45662100456621
Technology & Computing,Database,5,breville bke,0.45662100456621
Technology & Computing,Database,5,offender database,0.45662100456621
Technology & Computing,Database,5,ov ausvnz,0.45662100456621
Technology & Computing,Database,5,aunt gianna,0.45662100456621
Technology & Computing,Database,5,gun owners,0.45662100456621
Technology & Computing,Database,5,icymi flight,0.45662100456621
Technology & Computing,Database,5,berry single night cruising high resolution musiikki japani tiedot,0.45662100456621
Technology & Computing,Database,5,a fuck,0.45662100456621
Technology & Computing,Database,5,coke lizquen,0.45662100456621
Technology & Computing,Database,5,a promotion,0.45662100456621
Technology & Computing,Database,5,callaway golf pvh,0.45662100456621
Travel,Cruises,8,vietnam travel agency,65.61264822134387
Travel,Cruises,8,private tour packages,65.61264822134387
Travel,Cruises,8,small group sapa trekking halong mekong c,65.61264822134387
Travel,Cruises,8,ffxv soundtracks guide,2.371541501976284
Travel,Cruises,8,desert silento mp3 download,1.185770750988142
Travel,Cruises,8,lambs merylstreep,0.7905138339920948
Travel,Cruises,8,survival preppertalk daily,0.7905138339920948
Travel,Cruises,8,indian wedding wedding,0.7905138339920948
Travel,Cruises,8,celebrity cruises summit cruise ship,0.7905138339920948
Travel,Cruises,8,travel journey bracelet,0.7905138339920948
Travel,Cruises,8,black rain blu ray dvd,0.7905138339920948
Travel,Cruises,8,india art photo picture,0.7905138339920948
Travel,Cruises,8,greatest actress new dvd,0.3952569169960474
Travel,Cruises,8,sex teacher,0.3952569169960474
Travel,Cruises,8,tour show music,0.3952569169960474
Travel,Cruises,8,directory zorbas,0.3952569169960474
Travel,Cruises,8,jennifer aniston,0.3952569169960474
Travel,Cruises,8,gangster world new dvd,0.3952569169960474
Travel,Cruises,8,space travel,0.3952569169960474
Travel,Cruises,8,innocent question,0.3952569169960474
Travel,Cruises,8,baby yellow w roskalina andhika others,0.3952569169960474
Travel,Cruises,8,travel https,0.3952569169960474
Travel,Cruises,8,wedding india art photo,0.3952569169960474
Travel,Cruises,8,river cruise,0.3952569169960474
Travel,Cruises,8,sex guide dvd,0.3952569169960474
Travel,Cruises,8,the curiosity and dreams,0.3952569169960474
Travel,Cruises,8,a lot,0.3952569169960474
Travel,Cruises,8,palin fake naked pics,0.3952569169960474
